PathogenSpecies,Group,HighTaxon,LowTaxon,
Tetrahymena stegomyiae,Protozoa,Ciliophora,Oligohymenophorea (Hymenostomatida),
Retractocephalus waltairensis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Retractocephalus raphidopalpii,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Malpighiella refringens,Protozoa,Rhizopoda,Lobosea (Amoebida),"Genus not in Corliss, 1994.  Placement from Tanada & Kaya."
Dobellina mesnili,Protozoa,Rhizopoda,Lobosea (Amoebida),
Ophryoglena collini,Protozoa,Ciliophora,Oligohymenophorea ,
Epistylis spp.,Protozoa,Ciliophora,Oligohymenophorea (Mobilida),
Retortamonas orthopterorum,Protozoa,Metamonada,Retortamonadea (Retortamonadida),"Corliss places in Kingdom Archezoa, Phylum Metamonada, Class Retoramonadea.  Tanada & Kaya place in Phylum Zoomastigina (Kingdom Protozoa), in Class Retortamonada."
Rhynchophrya palpans,Protozoa,Ciliophora,Phyllopharyngea (Evaginogenida),
Periacineta buckei,Protozoa,Ciliophora,Phyllopharyngea ,
Gamocystis francisci,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gamocystis tenax,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Monocystis legeri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ophryocystis mesnili,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Machadoella spinigeri,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Schizocystis gregarinoides,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Schizocystis legeri,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Adelina simplex,Protozoa,Apicomplexa,Coccidea (Adeleida),
Haplosporidium typographi,Protozoa,Ascetospora,Haplosporidea (Haplosporida),
Coelospora binucleata ,Protozoa,Ascetospora,Haplosporidea (Haplosporida),
Trypanosoma cruzi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Leishmania donovani,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Trypanosoma lewisi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Trypanosoma sp.,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Plasmodium rhadinurum,Protozoa,Apicomplexa,Haematozoea (Haemospororida),
Plasmodium vivax,Protozoa,Apicomplexa,Haematozoea (Haemospororida),
Plasmodium cynomolgi,Protozoa,Apicomplexa,Haematozoea (Haemospororida),
Plasmodium relictum,Protozoa,Apicomplexa,Haematozoea (Haemospororida),
Hepatozoon muris ,Protozoa,Apicomplexa,Coccidea (Eucoccidiorida),"Levine (1988) places in Order Eucoccidiorida.Genus is in Corliss, but Corliss does not give an order placement."
Babesia argentina,Protozoa,Apicomplexa,Haematozoea (Piroplasmida),
Cryptobia gryllotalpae,Protozoa,Euglenozoa,Kinetoplastidea (Bodonida),
Lophomonas blattarum,Protozoa,Parabasala,Hypermastigotea (Lophomonadida),
Lophomonas striata,Protozoa,Parabasala,Hypermastigotea (Lophomonadida),
Endamoeba blattae,Protozoa,Rhizopoda,Lobosea ,"From Corliss, 1994, “It is not clear whether genera allegedly related to Entamoeba (e.g. Endamoeba, Endolimax, Iodamoeba) should be assigned here [Entamoebidea] or in [Lobosea].”  We have left them in Lobosea."
Endamoeba thomsoni,Protozoa,Rhizopoda,Lobosea (Amoebida),"From Corliss, 1994, “It is not clear whether genera allegedly related to Entamoeba (e.g. Endamoeba, Endolimax, Iodamoeba) should be assigned here [Entamoebidea] or in [Lobosea].”  We have left them in Lobosea."
Entamoeba nana,Protozoa,Rhizopoda,Entamoebidea,
Endolimax blattae,Protozoa,Rhizopoda,Lobosea (Amoebida),"From Corliss, 1994, “It is not clear whether genera allegedly related to Entamoeba (e.g. Endamoeba, Endolimax, Iodamoeba) should be assigned here [Entamoebidea] or in [Lobosea].”  We have left them in Lobosea."
Gregarina oblonga,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarinoides locustanae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Acarogregarina corolla,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Adelina tipula,Protozoa,Apicomplexa,Coccidea (Adeleida),
Amblyospora debaisieuxi,Protozoa,Microspora,Microsporea (Microsporida),
Apigregarina stammeri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Ascocystis lanyuensis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Balantidium sp.,Protozoa,Ciliophora,Litostomatea,
Bohuslavia simulii,Protozoa,Microspora,Microsporea (Microsporida),
Caudospora stricklandi,Protozoa,Microspora,Microsporea (Microsporida),
Chytridiopsis variabilis,Protozoa,Microspora,Microsporea (Minisporida),
Coelomomyces clavisporus,Fungi,Chytridiomycetes,Blastocladiales,
Colpoda sp.,Protozoa,Ciliophora,Colpodea,
Embadomonas blattae,Protozoa,Euglenozoa,,"NEED CLASS.  Genus not in Tanada & Kaya, not in Corliss (1994).  Assoc. rec is from Semens, 1943 (ref 1552)"
Enterocystis ensis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Farinocystis castaneum,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Glugea trichopterae,Protozoa,Microspora,Microsporea (Microsporida),
Gregarina illinensis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina neobrasiliensis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Haemogregarina mauritanica,Protozoa,Apicomplexa,Coccidea (Eucoccidiorida),"Genus not in Tanada & Kaya.  Corliss (1994, p. 17) places it  in Coccidea but doesn’t give an order.  Levine puts the genus in the Coccidia, order Eucoccidiorida."
Haplosporidium tipulae,Protozoa,Ascetospora,Haplosporidea (Haplosporida),
Jirovecia brevicauda,Protozoa,Microspora,Microsporea (Microsporida),
Lankesteria sp.,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Legerella hydropori,Protozoa,Apicomplexa,Coccidea (Eucoccidiorida),"Levine (1988) places in Order Eucoccidiorida.  Corliss places in Coccidea but doesn’t give an order.  Tanada & Kaya place in Coccidia, Order Adeleida."
Lipotropha microspora,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Microsporidium aedis,Protozoa,Microspora,Microsporea (Microsporida),
Microsporidium ixodis,Protozoa,Microspora,Microsporea (Microsporida),
Microsporidium scolyti,Protozoa,Microspora,Microsporea (Microsporida),"Should this be Stempellia scolyti?  Authors of Ref. 1883 still use Stempellia, but we seem to have entered all Stempellia scolyti records from ref #938 as Microsporidium scolyti.  Which is correct?"
Microsporidium weiseri,Protozoa,Microspora,Microsporea (Microsporida),
Norlevinea orae,Protozoa,Microspora,Microsporea (Microsporida),
Nosema helminthorum,Protozoa,Microspora,Microsporea (Microsporida),
Nosema montanae,Protozoa,Microspora,Microsporea (Microsporida),
Nosema n. sp.,Protozoa,Microspora,Microsporea (Microsporida),
Nosema slovaca,Protozoa,Microspora,Microsporea (Microsporida),
Nosema sperchoni,Protozoa,Microspora,Microsporea (Microsporida),
Pleistophora agelastica,Protozoa,Microspora,Microsporea (Microsporida),
Pleistophora amasiae,Protozoa,Microspora,Microsporea (Microsporida),
Pleistophora fidelis,Protozoa,Microspora,Microsporea (Microsporida),
Pleistophora hyperparasitica,Protozoa,Microspora,Microsporea (Microsporida),
Pleistophora stegomyiae,Protozoa,Microspora,Microsporea (Microsporida),
Sphaerocystis tentyriae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Sphaerocystis simplex,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Stempellia n. sp.,Protozoa,Microspora,Microsporea (Microsporida),
Tetractinospora victoris,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Tetrahymena rostrata,Protozoa,Ciliophora,Oligohymenophorea (Hymenostomatida),
Thelohania chessei,Protozoa,Microspora,Microsporea (Microsporida),
Thelohania solenopsae,Protozoa,Microspora,Microsporea (Microsporida),
Thelohania volgensis,Protozoa,Microspora,Microsporea (Microsporida),
Thelohania watsoni,Protozoa,Microspora,Microsporea (Microsporida),
Trypanosoma melophagium,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Vavraia sp.,Protozoa,Microspora,Microsporea (Microsporida),
Gregarina macrocephala,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina sphaerulosa,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Protomagalhaensia serpentula,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Tettigonospora stenopelmati,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Pileocephalus blaberae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Malameba indica,Protozoa,Rhizopoda,Lobosea (Amoebida),
Gregarina proteocephala,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Endamoeba sp.,Protozoa,Rhizopoda,Lobosea ,"From Corliss, 1994, “It is not clear whether genera allegedly related to Entamoeba (e.g. Endamoeba, Endolimax, Iodamoeba) should be assigned here [Entamoebidea] or in [Lobosea].”  We have left them in Lobosea."
Tetrahymena dimorpha,Protozoa,Ciliophora,Oligohymenophorea (Hymenostomatida),
Legeria sp.,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Tetrahymena sialidos,Protozoa,Ciliophora,Oligohymenophorea (Hymenostomatida),
Amblyospora barbata,Protozoa,Microspora,Microsporea (Microsporida),
Vairimorpha mesnili,Protozoa,Microspora,Microsporea (Microsporida),
Systenostrema trichostegiae,Protozoa,Microspora,Microsporea (Microsporida),
Pleistophora spraguei,Protozoa,Microspora,Microsporea (Microsporida),
Bohuslavia jungarica,Protozoa,Microspora,Microsporea (Microsporida),
Caudospora brevicauda,Protozoa,Microspora,Microsporea (Microsporida),
Amblyospora macrococcus,Protozoa,Microspora,Microsporea (Microsporida),
Cylindrospora fasciculata,Protozoa,Microspora,Microsporea (Microsporida),
Nosema couilloudi,Protozoa,Microspora,Microsporea (Microsporida),Spelling?  couilloudi or coilloudi?
Nosema peridromae,Protozoa,Microspora,Microsporea (Microsporida),
Nosema ptinidorum,Protozoa,Microspora,Microsporea (Microsporida),
Orthosomella sp. ,Protozoa,Microspora,Microsporea (Microsporida),
Pleistophora hylobii,Protozoa,Microspora,Microsporea (Microsporida),
Tabanispora tabani,Protozoa,Microspora,Microsporea (Microsporida),
Thelohania corynoneurae,Protozoa,Microspora,Microsporea (Microsporida),
Toxoglugea variabilis,Protozoa,Microspora,Microsporea (Microsporida),
Toxoglugea corynoneurae,Protozoa,Microspora,Microsporea (Microsporida),
Toxospora volgae,Protozoa,Microspora,Microsporea (Microsporida),
Unikaryon euzeti,Protozoa,Microspora,Microsporea (Microsporida),
Vavraia holocentropi,Protozoa,Microspora,Microsporea (Microsporida),
Vairimorpha antheraeae,Protozoa,Microspora,Microsporea (Microsporida),
Systenostrema corethrae,Protozoa,Microspora,Microsporea (Microsporida),
Microsporidium sp. III14,Protozoa,Microspora,Microsporea (Microsporida),
Microsporidium sp. III13,Protozoa,Microspora,Microsporea (Microsporida),
Tuzetia urdae,Protozoa,Microspora,Microsporea (Microsporida),
Cystosporogenes deliaradicae,Protozoa,Microspora,Microsporea (Microsporida),
Nosema partelli,Protozoa,Microspora,Microsporea (Microsporida),
Amblyospora tetisimulii,Protozoa,Microspora,Microsporea (Microsporida),
Amblyospora ussovae,Protozoa,Microspora,Microsporea (Microsporida),
Evlachovaia wilhelmiae,Protozoa,Microspora,Microsporea (Microsporida),
Janacekia costata,Protozoa,Microspora,Microsporea (Microsporida),
Janacekia wilhelmiae,Protozoa,Microspora,Microsporea (Microsporida),
Parapleistophora ectospora,Protozoa,Microspora,Microsporea (Microsporida),
Parathelohania simulii,Protozoa,Microspora,Microsporea (Microsporida),
Parastempellia odagmia,Protozoa,Microspora,Microsporea (Microsporida),
Simuliospora uzbekistanica,Protozoa,Microspora,Microsporea (Microsporida),
Stempellia angreni,Protozoa,Microspora,Microsporea (Microsporida),
Weiseria subpusilla,Protozoa,Microspora,Microsporea (Microsporida),
Simuliospora turgenica,Protozoa,Microspora,Microsporea (Microsporida),
Nephridiophaga periplanetae,Protozoa,Unknown,unknown,
Pegmatheca lamellata ,Protozoa,Microspora,Microsporea (Microsporida),
Tabanispora bacillifera,Protozoa,Microspora,Microsporea (Microsporida),
Amblyospora aestiva,Protozoa,Microspora,Microsporea (Microsporida),
Amblyospora firma,Protozoa,Microspora,Microsporea (Microsporida),
Amblyospora ukrainica,Protozoa,Microspora,Microsporea (Microsporida),
Amblyospora verna,Protozoa,Microspora,Microsporea (Microsporida),
Amblyospora certa,Protozoa,Microspora,Microsporea (Microsporida),
Amblyospora rustica,Protozoa,Microspora,Microsporea (Microsporida),
Amblyospora media,Protozoa,Microspora,Microsporea (Microsporida),
Aedispora dorsalis,Protozoa,Microspora,Microsporea,
Krishtalia pipiens,Protozoa,Microspora,Microsporea,
Gregarina caboverdensis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Gregarina oxycarae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Stenophora spinotarsus,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Unilobus alphitobii,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Amblyospora salinaria,Protozoa,Microspora,Microsporea (Microsporida),
Actinocephalus sieboldi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Asterophora sp.,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Sphaerocystis sp.,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Stylocystis sp.,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Anisolobus theodoridesi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Pilosporella simulii,Protozoa,Microspora,Microsporea (Microsporida),
Janacekia cristula,Protozoa,Microspora,Microsporea (Microsporida),
Stempellia odontotermi,Protozoa,Microspora,Microsporea (Microsporida),
Nosema telengae,Protozoa,Microspora,Microsporea (Microsporida),
Nosema adjuncta,Protozoa,Microspora,Microsporea (Microsporida),
Microsporidium sp.,Protozoa,Microspora,Microsporea (Microsporida),
Gurleya corynoneurae,Protozoa,Microspora,Microsporea (Microsporida),
Retractocephalus halticae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Grebneckiella indica,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Protomagalhaensia granulosae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Protomagalhaensia blaberae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Diplocystis sp.,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),
Amblyospora nuratae,Protozoa,Microspora,Microsporea (Microsporida),
Microsporidium lasiodermi,Protozoa,Microspora,Microsporea (Microsporida),
Monocercomonoides blattae ,Protozoa,Metamonada,Oxymonadea (Oxymonadida),"Corliss places in Kingdom Archezoa, Phylum Metamonada, Class Oxymonadea, Order Oxymonadida.  According to the Zoological Record, it is a Protozoan.  Genus is not in Tanada & Kaya"
Ophryocystis n. sp.,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),
Johenrea locustae,Protozoa,Microspora,Microsporea,
Canningia spinidentis,Protozoa,Microspora,Microsporea,
Crithidia bombi,Protozoa,Euglenozoa,Kinetoplastidea (Trypanosomatida),
Cougourdella sp.,Protozoa,Microspora,Microsporea,
Coelomomyces iliensis var. indus,Fungi,Chytridiomycetes,Blastocladiales,Could this be a synonym of Coelomomyces indus?
Zoophthora orientalis,Fungi,Zygomycetes,Entomophthorales,
Lagenidium culicidum,Fungi,Oomycetes,Lagenidiales,
Entomophthora thripidum,Fungi,Zygomycetes,Entomophthorales,
Entomophthora parvispora,Fungi,Zygomycetes,Entomophthorales,
Entomophthora weberi,Fungi,Zygomycetes,Entomophthorales,
Pleistophora xyloteri,Protozoa,Microspora,Microsporea,
Nosema dryocoeti,Protozoa,Microspora,Microsporea (Microsporida),
Unikaryon montanum,Protozoa,Microspora,Microsporea,
Laboulbenia diplocheilae,Fungi,Laboulbeniomycetes,Laboulbeniales,
Spiroplasma poulsonii,Mollicutes,Spiroplasma,Spiroplasmataceae,
Entomophthora destruens,Fungi,Zygomycetes,Entomophthorales,
Entomophthora vomitoriae,Fungi,Zygomycetes,Entomophthorales,
Hirsutella thompsonii var. synnematosa,Fungi,Deuteromycetes,unknown,
Stilbella buquetti,Fungi,Deuteromycetes,unknown,
Hirsutella fusiformis,Fungi,Deuteromycetes,unknown,
Smittium culicis,Fungi,Zygomycetes,Harpellales,
Smittium culisetae,Fungi,Zygomycetes,Harpellales,
Verticillium sp. prob. lecanii,Fungi,Deuteromycetes,unknown,
Syngliocladium sp.,Fungi,,,Humber places in Hyphomycetes.  May be a form of Cordyceps.
Eryniopsis ptychopterae,Fungi,Zygomycetes,Entomophthorales,
Cordyceps variabilis,Fungi,Pyrenomycetes,Hypocreales,"Hypocreales is not on Low taxon list, but there were 16 Cordyceps recs in EDWIP using this term as of 6/30/00."
Verticillium lamellicola,Fungi,Deuteromycetes,unknown,
Trichoderma lignorum,Fungi,Deuteromycetes,unknown,
Hirsutella illustris,Fungi,Deuteromycetes,Unknown,
Conidiobolus sp. nr. coronatus,Fungi,Zygomycetes,Entomophthorales,
Colletotrichum gloeosporioides,Fungi,,,
Verticillium pseudohemipterigenum,Fungi,Deuteromycetes,Unknown,
Cordycepioideus bisporus,Fungi,Pyrenomycetes,Sphaeriales,
Mariannaea pruinosa,Fungi,,,
Geotrichum sp.,Fungi,Hemiascomycetes,Endomycetales,
Tolypocladium inflatum,Fungi,Deuteromycetes,unknown,
Mariannaea sp.,Fungi,,,
Coelomomyces dentialatus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces stegomyiae var. stegomyiae,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces quadrangulatus var. quadrangulatus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces utahensis,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces psorophorae var. tasmaniensis,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces borealis var. borealis,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces psorophorae var. psorophorae,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces borealis var. giganteus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces quadrangulatus var. lamborni,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces arcellaneus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces psorophorae var. halophilus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces indicus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces reticulatus var. parvus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces iliensis var. irregularis,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces iyengarii,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces thailandensis,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces raffaelei var. raffaelei,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces triangulatus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces lairdi,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces couchii,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces fasciatus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces orbicularis,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces orbiculostriatus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces rugosus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces reticulatus var. reticulatus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces iliensis var. indianensis,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces carolinianus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces quadrangulatus var. irregularis,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces raffaelei var. parvus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces musprattii,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces chironomi,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces tuzetae,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces iliensis var. australicus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces iliensis var. iliensis,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces tuberculatus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces elegans,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces dubitskii,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces seriostriatus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces iliensis var. striatus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces quadrangulatus var. parvus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces sulcatus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces madagascaricus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces canadensis,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces lacunosus var. lacunosus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces lacunosus var. madagascaricus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces celatus,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces stegomyiae var. chapmani,Fungi,Chytridiomycetes,Blastocladiales,
Coelomomyces notonectae,Fungi,Chytridiomycetes,Blastocladiales,
Nosema tyriae,Protozoa,Microspora,Microsporea (Microsporida),
Metarhizium flavoviride var. flavoviride,Fungi,Deuteromycetes,unknown,
Paecilomyces sp. nov.,Fungi,Deuteromycetes,unknown,
Entomophthora brevinucleata,Fungi,Zygomycetes,Entomophthorales,
Actinomyces lavendulae,Bacteria,,,This probably should be Streptomyces lavendulae?
