RefCode,ERNntr,Host,Pathogen,Citation
2000,513,Apis mellifera,Beauveria brongniartii,"Tsutsumi, T.; Sakaguchi, N.; Totogawa, S.; Yamanaka, M.  1998.  Pathogenicity of entomogenous fungus, cerambycid-parasitic type of Beauveria brongniartii (Sacc.) Petch, isolated from yellow-spotted longicorne beetle, Psacothea hilaris, to adult honeybee, Apis mellifera (L.), carabid beetles, Apotomopterus japonicus Motschulsky and Apotomopterus dehaani Chaudior [In Japanese].  Japanese Journal of Applied Entomology and Zoology 42 (3): 163-165."
2000,514,Apotomopterus japonicus,Beauveria brongniartii,"Tsutsumi, T.; Sakaguchi, N.; Totogawa, S.; Yamanaka, M.  1998.  Pathogenicity of entomogenous fungus, cerambycid-parasitic type of Beauveria brongniartii (Sacc.) Petch, isolated from yellow-spotted longicorne beetle, Psacothea hilaris, to adult honeybee, Apis mellifera (L.), carabid beetles, Apotomopterus japonicus Motschulsky and Apotomopterus dehaani Chaudior [In Japanese].  Japanese Journal of Applied Entomology and Zoology 42 (3): 163-165."
2000,515,Apotomopterus dehaani,Beauveria brongniartii,"Tsutsumi, T.; Sakaguchi, N.; Totogawa, S.; Yamanaka, M.  1998.  Pathogenicity of entomogenous fungus, cerambycid-parasitic type of Beauveria brongniartii (Sacc.) Petch, isolated from yellow-spotted longicorne beetle, Psacothea hilaris, to adult honeybee, Apis mellifera (L.), carabid beetles, Apotomopterus japonicus Motschulsky and Apotomopterus dehaani Chaudior [In Japanese].  Japanese Journal of Applied Entomology and Zoology 42 (3): 163-165."
1997,516,Lymantria dispar,Furia pieris,"Li, Z.; Humber, R. A.  1984.  Erynia pieris, new species (Zygomycetes: Entomophthoraceae), a new pathogen of Pieris rapae (Lepidoptera: Pieridae): Description, host range and notes on Erynia virescens.  Canadian Journal of Botany 62(4): 653-663."
1997,517,Galleria mellonella,Furia pieris,"Li, Z.; Humber, R. A.  1984.  Erynia pieris, new species (Zygomycetes: Entomophthoraceae), a new pathogen of Pieris rapae (Lepidoptera: Pieridae): Description, host range and notes on Erynia virescens.  Canadian Journal of Botany 62(4): 653-663."
1997,518,Ostrinia nubilalis,Furia pieris,"Li, Z.; Humber, R. A.  1984.  Erynia pieris, new species (Zygomycetes: Entomophthoraceae), a new pathogen of Pieris rapae (Lepidoptera: Pieridae): Description, host range and notes on Erynia virescens.  Canadian Journal of Botany 62(4): 653-663."
1997,519,Plodia interpunctella,Furia pieris,"Li, Z.; Humber, R. A.  1984.  Erynia pieris, new species (Zygomycetes: Entomophthoraceae), a new pathogen of Pieris rapae (Lepidoptera: Pieridae): Description, host range and notes on Erynia virescens.  Canadian Journal of Botany 62(4): 653-663."
1997,520,Leptinotarsa decemlineata,Furia pieris,"Li, Z.; Humber, R. A.  1984.  Erynia pieris, new species (Zygomycetes: Entomophthoraceae), a new pathogen of Pieris rapae (Lepidoptera: Pieridae): Description, host range and notes on Erynia virescens.  Canadian Journal of Botany 62(4): 653-663."
1997,521,Epilachna varivestis,Furia pieris,"Li, Z.; Humber, R. A.  1984.  Erynia pieris, new species (Zygomycetes: Entomophthoraceae), a new pathogen of Pieris rapae (Lepidoptera: Pieridae): Description, host range and notes on Erynia virescens.  Canadian Journal of Botany 62(4): 653-663."
1997,522,Tribolium confusum,Furia pieris,"Li, Z.; Humber, R. A.  1984.  Erynia pieris, new species (Zygomycetes: Entomophthoraceae), a new pathogen of Pieris rapae (Lepidoptera: Pieridae): Description, host range and notes on Erynia virescens.  Canadian Journal of Botany 62(4): 653-663."
1997,523,Aphis fabae,Furia pieris,"Li, Z.; Humber, R. A.  1984.  Erynia pieris, new species (Zygomycetes: Entomophthoraceae), a new pathogen of Pieris rapae (Lepidoptera: Pieridae): Description, host range and notes on Erynia virescens.  Canadian Journal of Botany 62(4): 653-663."
1997,524,Brevicoryne brassicae,Furia pieris,"Li, Z.; Humber, R. A.  1984.  Erynia pieris, new species (Zygomycetes: Entomophthoraceae), a new pathogen of Pieris rapae (Lepidoptera: Pieridae): Description, host range and notes on Erynia virescens.  Canadian Journal of Botany 62(4): 653-663."
2018,525,Trichoplusia ni,Tolypocladium cylindrosporum,"Steenberg, T.; Ogaard, L.  2000.  Mortality in hibernating turnip moth larvae, Agrotis segetum, caused by Tolypocladium cylindrosporum.Mycological Research. 2000, 104: 1, 87-91; 12 ref."
2018,526,Mamestra brassicae,Tolypocladium cylindrosporum,"Steenberg, T.; Ogaard, L.  2000.  Mortality in hibernating turnip moth larvae, Agrotis segetum, caused by Tolypocladium cylindrosporum.Mycological Research. 2000, 104: 1, 87-91; 12 ref."
2018,527,Galleria mellonella,Tolypocladium cylindrosporum,"Steenberg, T.; Ogaard, L.  2000.  Mortality in hibernating turnip moth larvae, Agrotis segetum, caused by Tolypocladium cylindrosporum.Mycological Research. 2000, 104: 1, 87-91; 12 ref."
2018,528,Tenebrio molitor,Tolypocladium cylindrosporum,"Steenberg, T.; Ogaard, L.  2000.  Mortality in hibernating turnip moth larvae, Agrotis segetum, caused by Tolypocladium cylindrosporum.Mycological Research. 2000, 104: 1, 87-91; 12 ref."
2018,529,Sitobion avenae,Tolypocladium cylindrosporum,"Steenberg, T.; Ogaard, L.  2000.  Mortality in hibernating turnip moth larvae, Agrotis segetum, caused by Tolypocladium cylindrosporum.Mycological Research. 2000, 104: 1, 87-91; 12 ref."
2018,530,Bemisia tabaci,Tolypocladium cylindrosporum,"Steenberg, T.; Ogaard, L.  2000.  Mortality in hibernating turnip moth larvae, Agrotis segetum, caused by Tolypocladium cylindrosporum.Mycological Research. 2000, 104: 1, 87-91; 12 ref."
2018,531,Musca domestica,Tolypocladium cylindrosporum,"Steenberg, T.; Ogaard, L.  2000.  Mortality in hibernating turnip moth larvae, Agrotis segetum, caused by Tolypocladium cylindrosporum.Mycological Research. 2000, 104: 1, 87-91; 12 ref."
2018,532,Blattella germanica,Tolypocladium cylindrosporum,"Steenberg, T.; Ogaard, L.  2000.  Mortality in hibernating turnip moth larvae, Agrotis segetum, caused by Tolypocladium cylindrosporum.Mycological Research. 2000, 104: 1, 87-91; 12 ref."
238,121,Autographa biloba,Trichoplusia ni NPV  (TnSNPV),"Canerday, T.D. 1968. On cross infectivity of the cabbage-looper nuclear polyhedrosis virus to some related plusiinae (Noctuidae: Lepidoptera). J. Invertebr. Pathol. 10:76-78."
238,123,Pseudoplusia includens,Trichoplusia ni NPV  (TnSNPV),"Canerday, T.D. 1968. On cross infectivity of the cabbage-looper nuclear polyhedrosis virus to some related plusiinae (Noctuidae: Lepidoptera). J. Invertebr. Pathol. 10:76-78."
238,124,Rachiplusia ou,Trichoplusia ni NPV  (TnSNPV),"Canerday, T.D. 1968. On cross infectivity of the cabbage-looper nuclear polyhedrosis virus to some related plusiinae (Noctuidae: Lepidoptera). J. Invertebr. Pathol. 10:76-78."
1823,272,Galleria mellonella,Mattesia trogodermae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,273,Agrotis ipsilon,Mattesia trogodermae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,275,Anagasta kuehniella,Mattesia trogodermae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,276,Plodia interpunctella ,Mattesia trogodermae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
1823,277,Cryptolestes pusillus,Mattesia trogodermae,"Brooks, W. M. 1988.  Entomogenous protozoa, pp. 1-121 in C. M. Ignoffo (ed.)  CRC Handbook of Natural Pesticides Vol. 5 Microbial Insecticides, Part A, Entomogenous Protozoa and Fungi.  CRC Press, Boca Raton, FL."
579,306,Musca domestica,Vairimorpha necatrix,"Maddox, J.V., and Sprenkel, R.K., 1978.  Some enigmatic microsporidia of the genus Nosema. Misc. Publ. Entomol. Soc. Am. 11: 65-84"
579,307,Neurotoma fasciata,Vairimorpha necatrix,"Maddox, J.V., and Sprenkel, R.K., 1978.  Some enigmatic microsporidia of the genus Nosema. Misc. Publ. Entomol. Soc. Am. 11: 65-84"
579,308,Hypera punctata,Vairimorpha necatrix,"Maddox, J.V., and Sprenkel, R.K., 1978.  Some enigmatic microsporidia of the genus Nosema. Misc. Publ. Entomol. Soc. Am. 11: 65-84"
579,309,Acalymma vittatum ,Vairimorpha necatrix,"Maddox, J.V., and Sprenkel, R.K., 1978.  Some enigmatic microsporidia of the genus Nosema. Misc. Publ. Entomol. Soc. Am. 11: 65-84"
579,310,Cerotoma trifurcata,Vairimorpha necatrix,"Maddox, J.V., and Sprenkel, R.K., 1978.  Some enigmatic microsporidia of the genus Nosema. Misc. Publ. Entomol. Soc. Am. 11: 65-84"
579,311,Diabrotica undecimpunctata howardi,Vairimorpha necatrix,"Maddox, J.V., and Sprenkel, R.K., 1978.  Some enigmatic microsporidia of the genus Nosema. Misc. Publ. Entomol. Soc. Am. 11: 65-84"
1668,419,Simulium vittatum,Bacillus sphaericus,"Lacey, L. A., Mulla, M. S., and Dulmage, H. T. 1978.  Some factors affecting the pathogenicity of Bacillus thuringiensis Beliner against blackflies.  Environ. Entomol. 7(4):  583-588."
1372,444,Aedes aegypti,Tetrahymena pyriformis,"Grassmick, R. A. and Rowley, W. A., 1973.  Larval mortality of Culex tarsalis and Aedes aegypti when reared with different concentrations of Tetrahymena pyriformis.  J. Invertebr. Pathol. 22: 86-93."
1466,460,Musca domestica,Leptomonas sarcophagae,"Patton, W. S., 1921.  Studies on the flagellates of the genera Herpetomonas, Crithidia and Rhynchoidomonas No. 7.  Some miscellaneous notes on insect flagellates  Indian Journal of Medical Research 9: 230-239."
1637,461,,,"Roubaud, E.  1911.  Cercoplasma (n. gen.) caulleryi (n. sp.); nouveau flagella a formes trypanosomiennes de l’intestin d’Auchmeromyia luteola Fabr. (Muscide).  Comptes Rendus des Seances de la Societe de Biologie 71:  503-505."
1479,462,Drosophila melanogaster,Herpetomonas muscarum,"Becker, E. R. 1923.  Transmission experiments on the specificity of Herpetomonas muscae-domesticae in muscoid flies.  Journal of Parasitology 10: 25-34"
1648,463,Gerris remigis,Leptomonas ctenocephali,"Drbohlav, J. J. 1925.  Studies on the relation of insect flagellates to Leishmaniasis.  American Journal of Hygiene 5:  580-621."
1648,464,Gerris remigis,Herpetomonas muscarum,"Drbohlav, J. J. 1925.  Studies on the relation of insect flagellates to Leishmaniasis.  American Journal of Hygiene 5:  580-621."
1648,465,Ctenocephalides canis,Herpetomonas muscarum,"Drbohlav, J. J. 1925.  Studies on the relation of insect flagellates to Leishmaniasis.  American Journal of Hygiene 5:  580-621."
1648,466,Musca domestica,Leptomonas ctenocephali,"Drbohlav, J. J. 1925.  Studies on the relation of insect flagellates to Leishmaniasis.  American Journal of Hygiene 5:  580-621."
1648,467,Musca domestica,Blastocrithidia gerridis,"Drbohlav, J. J. 1925.  Studies on the relation of insect flagellates to Leishmaniasis.  American Journal of Hygiene 5:  580-621."
586,468,Triatoma sp.,Crithidia fasciculata,"Garnham, P.C.C., 1958. Some natural protozoal parasites of mosquitoes with special reference to Crithidia.  Transactions of the First International Conference on Insect Pathology and Biological Control, Prague, Czechoslovakia, pp.  287-294."
1668,469,Simulium vittatum,Bacillus alvei,"Lacey, L. A., Mulla, M. S., and Dulmage, H. T. 1978.  Some factors affecting the pathogenicity of Bacillus thuringiensis Beliner against blackflies.  Environ. Entomol. 7(4):  583-588."
1669,470,Cnephia ornithophilia,Nosema algerae,"Undeen, A. H. 1979.  Simuliid larval midgut pH and its implications for control.  Mosquito News 39(2):  391-392."
1669,471,Cnephia ornithophilia,Nosema eurytremae,"Undeen, A. H. 1979.  Simuliid larval midgut pH and its implications for control.  Mosquito News 39(2):  391-392."
1669,472,Cnephia ornithophilia,Vairimorpha necatrix,"Undeen, A. H. 1979.  Simuliid larval midgut pH and its implications for control.  Mosquito News 39(2):  391-392."
1669,474,Simulium verecundum,Nosema algerae,"Undeen, A. H. 1979.  Simuliid larval midgut pH and its implications for control.  Mosquito News 39(2):  391-392."
1669,475,Simulium verecundum,Nosema eurytremae,"Undeen, A. H. 1979.  Simuliid larval midgut pH and its implications for control.  Mosquito News 39(2):  391-392."
1669,476,Simulium verecundum,Vairimorpha necatrix,"Undeen, A. H. 1979.  Simuliid larval midgut pH and its implications for control.  Mosquito News 39(2):  391-392."
1669,477,Simulium vittatum,Nosema algerae,"Undeen, A. H. 1979.  Simuliid larval midgut pH and its implications for control.  Mosquito News 39(2):  391-392."
1669,478,Simulium vittatum,Nosema eurytremae,"Undeen, A. H. 1979.  Simuliid larval midgut pH and its implications for control.  Mosquito News 39(2):  391-392."
1669,479,Simulium vittatum,Vairimorpha necatrix,"Undeen, A. H. 1979.  Simuliid larval midgut pH and its implications for control.  Mosquito News 39(2):  391-392."
560,487,Belostoma fluminea,Nosema algerae,"Van Essen, F.W., and Anthony, D.W.  1976. Susceptibility of nontarget arganisms to Nosema algerae (Microsporida: Nosematidae), a parasite of mosquitoes. J. Invertebr. Pathol. 28: 77-85"
560,488,Ranatra australis,Nosema algerae,"Van Essen, F.W., and Anthony, D.W.  1976. Susceptibility of nontarget arganisms to Nosema algerae (Microsporida: Nosematidae), a parasite of mosquitoes. J. Invertebr. Pathol. 28: 77-85"
560,491,Chauliodes rastricornis,Nosema algerae,"Van Essen, F.W., and Anthony, D.W.  1976. Susceptibility of nontarget arganisms to Nosema algerae (Microsporida: Nosematidae), a parasite of mosquitoes. J. Invertebr. Pathol. 28: 77-85"
560,492,Anax junius,Nosema algerae,"Van Essen, F.W., and Anthony, D.W.  1976. Susceptibility of nontarget arganisms to Nosema algerae (Microsporida: Nosematidae), a parasite of mosquitoes. J. Invertebr. Pathol. 28: 77-85"
